symbol,probability,grade,entry_distance_pct,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
PWL,0.4823,B,0.0073,131.68,122.7,150.62,180.0,210.0,230.0
BHAGYANGR,0.4464,C,0.0094,408.82,383.74,469.68,550.0,650.0,700.0
ARIHANTCAP,0.3654,C,0.0464,84.97,80.96,91.4,100.0,110.0,120.0
FSL,0.3654,C,,,,,,,
CASTROLIND,0.2928,C,0.0031,188.58,185.03,192.52,200.0,210.0,220.0
AWFIS,0.261,C,0.0193,280.46,258.99,329.39,400.0,470.0,525.0
BAJAJHFL,0.1726,C,0.0137,85.15,82.98,88.49,95.0,100.0,110.0
FEDERALBNK,0.1412,C,0.0427,357.66,348.07,383.39,420.0,460.0,480.0
YESBANK,0.1205,C,0.0056,23.2,22.39,24.84,30.0,35.0,40.0
