symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
NSLNISP,0.3915,C,53.86,51.4,58.98,70,75,80
ANUHPHR,0.3902,C,86.98,83.63,91.33,100,110,120
ASIANHOTNR,0.3748,C,403.36,386.48,436.64,480,550,575
BLKASHYAP,0.1762,C,62.57,59.26,67.49,75,85,90
BAJAJHFL,0.1723,C,94.19,92.69,98.81,110,120,130
LTF,0.0619,C,339.28,326.6,365.53,400,440,470
