symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
LEMONTREE,0.4971,B,128.64,125.66,135.41,150,160,170
TATACAP,0.4801,B,390.98,381.63,416.6,450,490,525
AYE,0.4655,B,197.68,186.33,227.13,270,310,340
APTUS,0.4206,C,309.62,300.42,340.72,390,430,460
AEGISVOPAK,0.3758,C,312.11,297.47,351.51,410,460,500
ADVENTHTL,0.2592,C,177.88,169.85,193.52,220,240,260
