symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
AEROPLANE,0.372,C,207.31,194.9,231.76,270,300,330
AJMERA,0.2861,C,146.29,140.64,157.6,180,190,200
PNB,0.2839,C,119.74,116.67,125.45,140,150,160
ABCAPITAL,0.1074,C,431.56,418.17,457.67,500,550,575
