symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
NYKAA,0.3973,C,348.7,338.18,379.98,420,470,500
BAJAJHCARE,0.2341,C,394.79,383.23,427.88,470,525,550
NMDC,0.1746,C,97.68,94.68,103.63,120,130,140
