symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
PETRONET,0.5478,B,294.69,285.35,309.2,330,350,370
IDFCFIRSTB,0.4265,C,88.94,87.17,97.28,110,120,130
BAJEL,0.4192,C,215.93,204.1,237.8,270,300,320
PFOCUS,0.3337,C,367.73,346.33,412.46,470,550,600
ARFIN,0.3072,C,106.41,101.86,115.71,130,150,160
NCC,0.3039,C,172.11,166.48,183.47,200,220,230
TARIL,0.2988,C,372.74,361.1,405.11,450,500,525
RPOWER,0.1811,C,30.86,29.79,33.75,40,45,50
