symbol,probability,grade,entry_distance_pct,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
FSL,0.5074,B,0.0054,279.26,263.75,315.54,370,420.0,450.0
OIL,0.3383,C,0.018,496.39,476.13,530.91,575,625.0,675.0
PNB,0.3379,C,0.014,118.44,115.05,124.15,140,150.0,160.0
CASTROLIND,0.3151,C,0.0026,189.33,185.73,193.27,200,210.0,220.0
ALGOQUANT,0.2238,C,0.0296,67.08,63.64,72.21,80,90.0,95.0
CANHLIFE,0.1808,C,0.0072,155.11,145.71,164.51,180,192.71,206.81
