symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
PETRONET,0.5402,B,294.69,285.13,309.2,330,350,370
20MICRONS,0.3944,C,219.89,211.05,244.33,280,310,340
AURUM,0.3824,C,265.17,251.01,295.84,340,380,410
BANSALWIRE,0.3481,C,370.74,354.38,410.86,470,525,575
INDOSTAR,0.3441,C,292.58,278.47,322.77,370,410,440
GREENLAM,0.3407,C,279.11,261.18,301.13,330,370,390
