symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
ELLEN,0.532,B,324.45,301.67,364.92,420,480,525
AYMSYNTEX,0.4441,C,281.78,259.38,312.21,360,400,430
DALMIASUG,0.3346,C,429.61,396.68,466.53,525,575,625
PINELABS,0.3342,C,214.6,202.15,236.21,270,300,320
MAHABANK,0.3292,C,94.69,91.96,103.79,120,130,140
