symbol,probability,grade,entry_distance_pct,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
AWHCL,0.4419,C,0.0136,384.77,363.83,437.36,525,600,650
IDFCFIRSTB,0.3665,C,0.0039,86.67,84.14,92.82,110,120,130
ARIHANTCAP,0.3616,C,0.0424,84.97,80.82,91.4,100,110,120
BANSALWIRE,0.2021,C,0.0329,323.55,309.86,347.91,380,420,440
CANHLIFE,0.1986,C,0.0233,159.12,150.14,168.5,190,200,210
BALAJITELE,0.1654,C,0.0024,96.2,90.4,109.81,130,150,160
