symbol,probability,grade,entry_distance_pct,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
ADVANCE,0.3587,C,0.0512,125.15,118.12,138.13,160,180,190
BCG,0.2409,C,0.0084,9.65,9.31,11.12,15,20,25
GAIL,0.1324,C,0.0023,176.64,171.75,185.06,200,210,220
