rank,ticker,price,score,composite_score,strong_close_pts,close_position_pct,volume_pts,volume_vs_avg,base_breakout_pts,base_range_pct,rs_pts,rs_edge_pct,room_pts,resistance_clearance_pct
150,VTL.NS,602.1,2,36.2,0,9.8,2,8.77,0,9.2,0,-4.4,0,10.7
151,BIOCON.NS,425.35,2,35.9,0,35.2,0,1.06,0,11.0,2,17.5,0,3.6
152,IRFC.NS,88.92,2,35.9,1,72.7,1,1.42,0,5.4,0,-15.4,0,20.1
153,KOTAKBANK.NS,389.4,2,35.8,1,82.2,0,0.77,0,10.5,1,4.4,0,4.9
154,SIEMENS.NS,3658.8,2,35.7,2,92.5,0,0.51,0,7.9,0,-4.7,0,5.5
155,IRB.NS,20.25,2,35.3,0,40.2,2,3.84,0,11.2,0,-7.0,0,12.5
156,ZYDUSLIFE.NS,1115.1,2,35.3,0,15.9,0,0.58,0,5.4,2,23.1,0,3.8
157,TMPV.NS,334.2,2,34.8,2,88.5,0,0.54,0,9.1,0,-2.3,0,19.0
158,VIJAYA.NS,1360.2,2,34.8,0,38.6,0,0.21,0,7.7,2,17.3,0,3.8
159,MEESHO.NS,182.15,2,34.6,2,91.1,0,0.73,0,8.2,0,-16.7,0,9.8
160,CAPLIPOINT.NS,2536.3,2,34.5,0,15.6,0,0.51,0,8.3,2,45.8,0,5.3
161,ABCAPITAL.NS,394.05,2,34.1,0,36.0,0,0.32,0,6.3,2,13.4,0,4.0
162,CONCORDBIO.NS,1330.0,2,33.6,0,20.9,0,0.5,0,7.6,2,11.4,0,3.2
163,ABFRL.NS,58.94,2,31.9,0,38.4,2,3.34,0,11.5,0,-11.2,0,15.0
164,ABDL.NS,648.45,2,31.1,0,63.5,0,0.7,0,16.6,2,21.2,0,8.4
165,INDGN.NS,514.7,2,31.0,0,16.5,2,3.02,0,7.6,0,-4.1,0,5.5
166,ACUTAAS.NS,3233.8,2,30.7,0,46.3,0,0.88,0,13.4,2,20.2,0,14.3
167,MAZDOCK.NS,2319.1,2,30.2,1,67.5,1,1.63,0,12.2,0,-11.8,0,15.7
168,JAINREC.NS,343.15,2,30.1,2,88.3,0,0.34,0,11.1,0,-27.3,0,66.5
169,IEX.NS,131.4,2,29.9,0,12.9,0,0.89,0,14.9,1,4.5,1,2.1
170,FORCEMOT.NS,17618.0,2,29.6,0,57.4,2,2.03,0,12.6,0,-9.4,0,18.5
171,SCHNEIDER.NS,1298.4,2,29.6,2,89.4,0,0.78,0,17.4,0,-1.1,0,15.6
172,SHYAMMETL.NS,1022.3,2,29.6,0,34.1,0,0.75,0,14.5,2,12.5,0,3.8
173,FIVESTAR.NS,553.0,2,29.2,0,28.8,0,0.71,0,17.1,2,14.2,0,3.2
174,BRITANNIA.NS,5524.5,2,29.0,0,52.8,0,0.9,2,8.1,0,-5.2,0,5.2
175,AIIL.NS,545.9,2,28.9,0,50.6,0,0.15,0,13.9,2,17.1,0,4.6
176,ADANIENSOL.NS,1659.0,2,28.8,0,62.4,0,0.48,0,17.2,2,18.1,0,5.0
177,HONASA.NS,445.95,2,28.4,0,34.5,0,0.21,0,13.6,2,30.3,0,6.4
178,TORNTPHARM.NS,4872.1,2,28.4,0,11.2,0,1.19,0,12.2,2,14.2,0,4.0
179,CPPLUS.NS,3259.8,2,28.1,0,3.1,0,0.81,0,10.9,2,35.5,0,16.5
180,AEGISVOPAK.NS,292.3,2,28.0,0,24.0,0,0.33,0,30.5,2,50.2,0,3.8
181,CHOICEIN.NS,798.7,2,27.7,0,45.6,0,0.24,0,15.4,2,18.4,0,4.5
182,APARINDS.NS,13745.0,2,27.6,1,68.6,0,0.91,0,19.4,1,9.9,0,21.2
183,NUVAMA.NS,1793.4,2,27.5,0,20.9,0,0.23,0,13.2,2,35.6,0,10.4
184,DATAPATTNS.NS,4462.0,2,27.2,1,79.5,0,0.45,0,19.8,1,8.7,0,8.8
185,PAYTM.NS,1332.5,2,26.7,0,46.5,0,0.98,0,23.3,2,18.8,0,4.1
186,ADANIPORTS.NS,1664.1,2,26.6,0,8.2,2,2.75,0,9.5,0,-4.7,0,13.2
187,TIINDIA.NS,2688.8,2,26.6,0,17.4,2,3.02,0,11.9,0,-8.1,0,23.0
188,AIAENG.NS,4563.5,2,26.1,0,30.3,0,0.42,0,10.9,2,14.7,0,11.3
189,IDBI.NS,84.04,2,25.4,0,21.3,0,0.36,0,8.1,2,11.7,0,7.5
190,WELSPUNLIV.NS,160.14,2,25.1,0,12.5,0,0.23,0,9.7,2,23.2,0,8.7
191,JINDALSAW.NS,254.3,2,24.6,0,28.3,0,0.26,0,9.9,2,10.6,0,8.5
192,KIRLOSENG.NS,2132.9,2,24.6,0,26.6,0,0.33,0,14.4,2,23.2,0,20.2
193,AEGISLOG.NS,1249.3,2,24.4,0,13.6,0,0.13,0,23.5,2,74.2,0,12.2
194,GVT&D.NS,4202.3,2,24.4,2,87.9,0,1.08,0,23.0,0,-6.9,0,31.7
195,OFSS.NS,11136.0,2,24.4,0,13.0,0,0.6,0,10.5,2,17.2,0,5.7
196,YESBANK.NS,22.54,2,24.3,0,19.0,0,0.52,0,10.0,2,12.3,0,13.0
197,ECLERX.NS,1910.9,2,24.3,0,20.0,0,0.54,0,49.4,2,34.1,0,3.6
198,HEG.NS,659.25,2,24.1,0,12.0,0,1.23,0,31.5,1,7.1,1,2.0
199,ANANDRATHI.NS,2039.3,2,23.8,0,26.3,0,0.23,0,11.1,2,12.7,0,5.3
200,HFCL.NS,184.69,2,23.7,0,6.8,0,0.6,0,20.0,2,46.0,0,22.4
201,NAM-INDIA.NS,1146.9,2,23.4,0,11.5,0,0.64,0,10.2,2,13.2,0,6.2
202,KPITTECH.NS,589.75,2,22.6,0,23.5,2,4.48,0,35.5,0,-23.8,0,37.2
203,TATACOMM.NS,1773.7,2,22.5,0,33.3,0,0.25,0,14.9,2,13.5,0,16.2
204,IPCALAB.NS,1758.8,2,22.3,0,35.0,0,0.56,0,17.4,2,14.4,0,8.1
205,ATHERENERG.NS,1240.9,2,21.4,0,25.1,0,0.56,0,29.8,2,32.3,0,4.5
206,JINDALSTEL.NS,1093.7,2,21.4,0,22.9,0,0.52,2,6.6,0,-13.9,0,15.0
207,GABRIEL.NS,1392.0,2,20.5,0,12.9,0,0.51,0,21.1,2,34.7,0,6.9
208,SUZLON.NS,47.4,2,20.2,1,71.1,1,1.32,0,24.1,0,-14.3,0,25.1
209,ANGELONE.NS,291.65,2,19.8,0,13.4,2,2.17,0,16.1,0,-5.5,0,21.3
210,EMMVEE.NS,307.45,2,19.2,0,10.8,0,0.59,0,15.4,2,14.4,0,18.8
211,GRANULES.NS,833.95,2,18.1,0,10.9,0,0.61,0,18.2,2,18.2,0,8.1
212,HSCL.NS,760.5,2,18.1,0,36.1,0,0.27,0,25.0,2,24.3,0,5.3
213,CGCL.NS,220.8,2,18.0,0,23.6,0,0.61,0,19.5,2,12.7,0,17.3
214,CUB.NS,215.48,2,17.7,0,7.7,1,1.92,0,19.8,1,5.1,0,10.5
215,FLUOROCHEM.NS,4395.0,2,17.4,0,12.6,0,0.58,0,19.7,2,16.6,0,4.8
216,ZYDUSWELL.NS,566.0,2,17.4,0,20.0,0,0.17,0,16.5,2,10.7,0,6.4
217,BALRAMCHIN.NS,596.3,2,16.7,0,12.2,0,0.39,0,18.5,2,13.0,0,4.8
218,GALLANTT.NS,585.35,2,16.1,0,6.3,2,3.7,0,36.4,0,-33.5,0,51.9
219,ZENSARTECH.NS,520.9,2,16.0,0,6.7,0,0.36,0,28.8,1,4.1,1,2.7
220,NUVOCO.NS,349.2,2,14.5,0,26.0,0,0.1,0,24.5,2,19.7,0,8.0
221,PWL.NS,125.22,2,13.5,0,22.8,0,0.13,0,23.0,2,13.9,0,20.9
222,TEJASNET.NS,507.1,2,12.1,0,14.5,0,0.16,0,26.0,2,20.1,0,24.7
223,NEWGEN.NS,552.95,2,10.7,0,13.2,0,0.43,0,26.8,2,12.1,0,5.6
224,CASTROLIND.NS,184.82,1,43.5,0,23.9,0,0.86,0,1.3,0,-1.1,1,1.5
225,SBICARD.NS,657.8,1,43.4,0,45.3,0,0.77,0,12.9,0,1.4,1,0.4
226,GRASIM.NS,3104.8,1,42.1,0,64.3,0,0.44,0,4.6,1,8.1,0,3.5
227,MSUMI.NS,41.05,1,41.0,0,63.3,0,0.48,0,6.2,0,-0.2,1,2.8
228,JIOFIN.NS,246.95,1,40.6,0,38.5,0,1.06,0,8.5,0,-2.9,1,1.6
229,UBL.NS,1436.1,1,40.2,0,10.9,0,1.04,0,8.9,0,-2.4,1,0.3
230,EIHOTEL.NS,332.05,1,39.2,0,46.5,0,0.38,0,6.2,0,1.1,1,2.5
231,HAL.NS,4581.4,1,37.3,1,72.8,0,0.75,0,6.4,0,-0.1,0,4.5
232,AMBUJACEM.NS,434.2,1,37.1,1,80.9,0,0.87,0,5.9,0,-2.6,0,5.4
233,CUMMINSIND.NS,5396.0,1,36.9,1,73.0,0,0.62,0,4.6,0,2.3,0,10.8
234,GODREJCP.NS,1072.1,1,36.7,0,48.1,0,0.52,0,9.0,0,-0.1,1,2.7
235,HINDALCO.NS,970.4,1,36.1,1,78.7,0,0.74,0,4.3,0,-7.0,0,17.9
236,RELIANCE.NS,1292.9,1,35.9,1,81.1,0,0.86,0,4.7,0,-11.8,0,10.6
237,NHPC.NS,78.07,1,35.8,1,78.8,0,0.22,0,4.7,0,-6.8,0,4.5
238,BLUESTARCO.NS,1691.4,1,35.2,1,67.3,0,0.64,0,11.4,0,-6.3,0,3.2
239,CESC.NS,164.93,1,34.3,1,82.9,0,0.82,0,6.9,0,-17.6,0,13.1
240,JSWSTEEL.NS,1270.8,1,34.2,0,21.6,0,0.58,0,5.6,0,0.3,1,2.7
241,TMCV.NS,414.95,1,34.1,1,73.7,0,0.77,0,8.6,0,1.1,0,6.2
242,CAMS.NS,793.15,1,33.9,0,59.3,0,0.53,0,7.3,1,8.5,0,4.9
243,LICI.NS,422.85,1,33.4,0,51.0,0,0.36,0,5.2,1,7.3,0,4.8
244,SHRIRAMFIN.NS,1027.2,1,33.3,0,24.4,0,0.97,0,6.1,1,7.0,0,3.9
245,POWERGRID.NS,285.7,1,33.2,1,65.9,0,0.74,0,3.6,0,-11.0,0,9.9
246,BAJAJHFL.NS,86.52,1,33.1,0,53.7,1,1.65,0,8.5,0,-1.0,0,5.6
247,BANKINDIA.NS,137.22,1,32.7,1,71.3,0,0.56,0,8.9,0,1.6,0,7.7
248,LT.NS,3937.7,1,32.7,1,79.5,0,1.09,0,11.7,0,-3.6,0,7.1
249,KAJARIACER.NS,1192.0,1,32.5,0,20.1,0,0.92,0,4.1,1,7.3,0,4.2
250,IGIL.NS,345.45,1,32.3,1,72.0,0,0.85,0,9.9,0,-1.4,0,10.4
251,CONCOR.NS,525.15,1,32.2,0,37.7,0,0.49,0,16.5,0,1.1,1,1.8
252,JBMA.NS,678.45,1,31.8,0,55.9,0,0.63,0,8.6,1,7.3,0,7.3
253,POLYMED.NS,1667.2,1,31.4,0,31.6,0,0.32,0,7.3,1,8.5,0,3.9
254,TORNTPOWER.NS,1423.5,1,31.4,0,61.3,1,1.37,0,8.0,0,-17.7,0,20.7
255,THELEELA.NS,468.1,1,30.7,0,45.9,0,0.37,0,6.5,1,8.1,0,7.3
256,PFC.NS,426.25,1,30.5,0,50.0,1,1.37,0,7.8,0,-5.5,0,8.2
257,ABB.NS,7291.5,1,30.1,1,70.4,0,0.92,0,13.2,0,0.2,0,5.2
258,CHOLAFIN.NS,1773.8,1,30.1,0,31.1,0,0.74,0,7.9,1,7.7,0,4.4
259,AXISBANK.NS,1228.9,1,30.0,1,72.5,0,0.95,0,12.5,0,-4.1,0,12.6
260,HDFCBANK.NS,753.95,1,29.7,1,68.1,0,1.03,0,12.8,0,-2.2,0,10.1
261,USHAMART.NS,502.4,1,29.4,0,18.5,0,0.38,0,8.8,1,7.7,0,3.5
262,BRIGADE.NS,565.1,1,29.3,0,44.3,0,0.34,0,14.8,0,-5.4,1,2.6
263,COCHINSHIP.NS,1402.1,1,29.2,1,79.7,0,0.6,0,11.4,0,-19.0,0,29.4
264,OIL.NS,456.9,1,29.2,1,80.7,0,0.41,0,12.8,0,-4.4,0,13.4
265,HUDCO.NS,197.11,1,29.0,1,76.6,0,0.58,0,10.9,0,-11.6,0,17.7
266,LUPIN.NS,2421.2,1,28.7,0,8.8,0,1.28,0,8.1,1,3.3,0,3.9
267,NATIONALUM.NS,347.65,1,28.7,1,71.6,0,0.55,0,9.9,0,-14.9,0,25.7
268,RAILTEL.NS,294.25,1,28.7,1,70.8,0,0.89,0,11.3,0,-13.0,0,18.4
269,DELHIVERY.NS,468.3,1,28.6,1,66.9,0,0.63,0,12.5,0,-0.4,0,11.1
270,JWL.NS,259.35,1,28.6,1,69.0,0,0.61,0,9.5,0,-10.3,0,17.1
271,HINDPETRO.NS,388.45,1,28.0,0,31.2,0,0.95,0,7.4,1,3.3,0,6.3
272,TCS.NS,2431.8,1,27.8,0,12.2,0,0.95,0,24.1,0,1.4,1,0.6
273,DLF.NS,654.85,1,27.7,0,15.8,0,0.52,0,11.5,1,8.6,0,3.4
274,UTIAMC.NS,909.3,1,27.6,1,67.6,0,0.36,0,12.1,0,-1.8,0,8.7
275,CDSL.NS,1336.4,1,27.2,0,45.8,0,0.45,0,11.3,1,8.3,0,7.1
276,RKFORGE.NS,626.4,1,27.1,0,16.4,0,0.79,0,16.0,0,2.6,1,2.5
277,JUBLFOOD.NS,439.8,1,27.0,1,66.5,0,0.29,0,10.0,0,-8.0,0,8.6
278,BEL.NS,384.9,1,26.8,0,45.8,1,1.36,0,9.8,0,-11.8,0,14.2
279,NIACL.NS,165.89,1,26.7,1,69.6,0,0.11,0,14.2,0,2.9,0,26.8
280,JSWCEMENT.NS,131.29,1,26.4,0,34.4,0,0.22,0,7.7,1,6.8,0,8.4
281,HDFCAMC.NS,2546.3,1,26.3,1,66.5,0,0.32,0,11.8,0,-6.1,0,10.0
282,NAVINFLUOR.NS,7386.5,1,26.3,0,9.1,0,1.23,0,7.0,1,8.2,0,6.7
283,INDIAMART.NS,1743.1,1,26.2,0,42.4,1,1.86,0,12.2,0,-15.0,0,19.9
284,PIRAMALFIN.NS,2028.7,1,26.2,0,37.8,0,0.34,0,9.5,1,7.1,0,8.3
285,LTF.NS,306.25,1,25.4,0,41.5,0,0.46,0,12.2,1,7.7,0,9.6
286,CHOLAHLDNG.NS,1503.4,1,25.3,0,36.0,1,1.95,0,12.2,0,-10.7,0,18.4
287,VEDL.NS,267.5,1,25.2,1,65.9,0,0.47,0,12.4,0,-9.8,0,32.6
288,COLPAL.NS,2084.8,1,24.9,0,4.5,1,1.46,0,8.7,0,-3.5,0,4.2
289,JUBLPHARMA.NS,961.65,1,24.5,0,22.8,0,0.59,0,7.8,1,3.2,0,6.4
290,BHEL.NS,403.0,1,24.3,0,52.0,0,0.43,0,15.7,1,6.7,0,7.7
291,CARBORUNIV.NS,1051.0,1,24.1,0,43.3,0,0.24,0,12.9,1,6.7,0,18.1
292,ABLBL.NS,94.45,1,23.8,0,10.6,1,1.7,0,6.9,0,-8.6,0,25.2
293,ICICIGI.NS,1637.9,1,23.4,1,65.4,0,0.42,0,15.3,0,-7.0,0,14.2
294,GMRAIRPORT.NS,103.91,1,23.3,0,17.1,0,0.41,0,7.4,1,4.5,0,10.7
295,PHOENIXLTD.NS,1887.9,1,23.3,0,34.1,0,0.67,0,13.1,1,5.0,0,14.1
296,POLYCAB.NS,8896.0,1,23.1,0,19.5,0,1.1,0,12.4,1,6.5,0,13.3
297,PRESTIGE.NS,1594.8,1,22.9,0,12.4,0,1.26,0,12.6,1,9.1,0,8.7
298,TITAGARH.NS,824.8,1,22.4,0,24.1,0,0.19,0,9.9,1,6.6,0,13.1
299,HDFCLIFE.NS,545.4,1,22.3,0,4.9,1,1.39,0,6.3,0,-7.5,0,14.3
300,CEATLTD.NS,3464.0,1,22.2,0,47.4,0,0.69,0,17.6,1,4.2,0,13.0
301,OBEROIRLTY.NS,1814.4,1,22.2,0,27.3,0,0.32,0,11.7,1,6.8,0,7.5
302,PREMIERENE.NS,982.7,1,21.7,0,13.1,1,1.44,0,9.9,0,-5.6,0,13.7
303,DMART.NS,3874.0,1,21.3,0,28.4,1,1.67,0,13.9,0,-12.1,0,13.6
304,APOLLOTYRE.NS,423.2,1,20.9,0,9.7,0,0.51,0,8.5,1,3.4,0,7.3
305,SPLPETRO.NS,703.65,1,20.9,0,8.4,1,1.35,0,9.7,0,-4.7,0,8.9
306,OLECTRA.NS,1327.0,1,20.1,0,41.9,0,0.25,0,17.1,1,5.6,0,15.9
307,TRITURBINE.NS,607.5,1,19.9,0,28.5,0,0.18,0,13.8,1,6.0,0,22.1
308,SAMMAANCAP.NS,160.0,1,19.7,0,16.0,0,0.18,0,11.8,1,8.3,0,15.2
309,ADANIGREEN.NS,1358.7,1,19.5,0,36.2,0,0.39,0,16.9,1,4.7,0,18.1
310,KAYNES.NS,3621.5,1,19.5,0,29.0,1,1.73,0,16.6,0,-12.2,0,24.5
311,ZENTEC.NS,1615.4,1,19.4,0,25.7,0,0.42,0,14.6,1,5.2,0,23.6
312,TRENT.NS,2999.2,1,18.8,0,28.4,0,0.54,0,17.6,1,7.8,0,11.5
313,INOXWIND.NS,74.98,1,18.7,0,37.9,1,1.52,0,18.7,0,-28.0,0,42.2
314,GRAVITA.NS,1578.1,1,17.6,0,4.9,1,1.84,0,14.8,0,-6.1,0,17.5
315,INFY.NS,1155.1,1,17.3,0,10.4,1,1.52,0,17.3,0,0.4,0,7.7
316,APTUS.NS,277.2,1,16.5,0,13.6,0,0.41,0,15.7,1,6.5,0,10.7
317,IKS.NS,1782.3,1,15.9,0,11.5,0,0.26,0,14.8,1,5.6,0,8.2
318,GODIGIT.NS,254.95,1,15.7,0,50.7,1,1.39,0,31.4,0,-16.8,0,26.6
319,KPRMILL.NS,1033.3,1,15.1,0,6.5,0,0.2,0,15.1,1,7.8,0,17.7
320,NETWEB.NS,4195.2,1,13.3,0,11.8,0,0.37,0,19.0,1,6.2,0,21.8
321,LATENTVIEW.NS,310.45,1,13.2,0,18.6,0,0.32,0,20.2,1,5.4,0,5.2
322,OLAELEC.NS,37.78,1,11.4,0,31.0,0,0.17,0,24.1,1,3.2,0,25.3
323,PFOCUS.NS,290.26,1,10.3,0,17.2,1,1.37,0,47.1,0,-5.2,0,6.4
324,PETRONET.NS,278.9,0,35.6,0,60.8,0,0.68,0,4.8,0,1.4,0,4.7
325,SBFC.NS,90.16,0,34.0,0,59.7,0,0.97,0,4.3,0,-4.1,0,9.5
326,INDUSTOWER.NS,392.9,0,32.8,0,63.2,0,0.96,0,7.3,0,-2.4,0,12.5
327,ACC.NS,1356.5,0,32.2,0,43.9,0,0.98,0,5.3,0,-3.0,0,4.6
328,IOB.NS,33.73,0,31.9,0,62.2,0,0.48,0,5.3,0,-3.8,0,5.5
329,AUBANK.NS,1030.7,0,31.3,0,45.8,0,0.68,0,9.5,0,1.0,0,4.0
330,ESCORTS.NS,3013.6,0,30.0,0,58.8,0,0.3,0,5.3,0,-5.5,0,9.8
331,FORTIS.NS,948.85,0,29.9,0,32.5,0,0.24,0,3.9,0,-0.9,0,4.3
332,ASHOKLEY.NS,158.09,0,29.8,0,64.3,0,0.61,0,10.3,0,-0.6,0,6.2
333,NTPC.NS,344.85,0,29.8,0,51.7,0,0.83,0,4.8,0,-14.4,0,16.6
334,ANURAS.NS,1210.8,0,28.6,0,53.8,0,0.45,0,5.0,0,-10.8,0,13.6
335,ANTHEM.NS,784.4,0,28.4,0,23.3,0,0.51,0,5.9,0,2.3,0,4.3
336,HINDZINC.NS,535.9,0,28.3,0,43.0,0,0.8,0,4.3,0,-12.1,0,24.9
337,CANBK.NS,124.28,0,27.9,0,50.4,0,0.47,0,6.8,0,-5.3,0,8.8
338,ICICIPRULI.NS,510.6,0,27.9,0,55.7,0,0.7,0,9.4,0,-4.9,0,10.7
339,IOC.NS,139.94,0,27.8,0,37.1,0,0.51,0,5.0,0,-2.2,0,5.0
340,TATAPOWER.NS,375.95,0,27.8,0,46.6,0,0.57,0,4.7,0,-14.9,0,16.1
341,HOMEFIRST.NS,1188.2,0,27.6,0,56.3,0,0.78,0,12.3,0,0.6,0,7.7
342,HDBFS.NS,680.95,0,27.4,0,53.0,0,0.58,0,11.3,0,2.1,0,11.1
343,HINDUNILVR.NS,2107.9,0,27.0,0,44.6,0,1.26,0,9.3,0,-8.4,0,8.4
344,ITC.NS,285.05,0,26.9,0,28.0,0,1.17,0,5.5,0,-6.5,0,6.0
345,LICHSGFIN.NS,540.9,0,26.9,0,26.5,0,1.19,0,6.3,0,-3.5,0,8.4
346,INDIANB.NS,827.25,0,26.8,0,64.4,0,0.24,0,12.7,0,1.2,0,5.9
347,TATAINVEST.NS,678.65,0,26.8,0,51.8,0,0.78,0,10.0,0,-5.3,0,7.4
348,MFSL.NS,1510.8,0,26.7,0,37.8,0,1.25,0,8.6,0,-6.5,0,14.3
349,LGEINDIA.NS,1499.6,0,26.4,0,25.0,0,0.99,0,4.7,0,-5.6,0,9.9
350,JSWENERGY.NS,543.7,0,26.3,0,54.2,0,0.39,0,9.9,0,-3.6,0,10.4
351,JKTYRE.NS,397.25,0,26.1,0,39.7,0,0.36,0,8.6,0,-1.2,0,4.7
352,BIKAJI.NS,643.7,0,25.9,0,35.3,0,0.43,0,4.8,0,-6.5,0,5.2
353,ONGC.NS,241.59,0,25.9,0,47.5,0,0.75,0,8.3,0,-18.1,0,24.5
354,KEI.NS,4799.5,0,25.8,0,50.2,0,1.14,0,12.6,0,-5.7,0,17.9
355,MUTHOOTFIN.NS,3008.7,0,25.6,0,34.7,0,1.18,0,7.6,0,-14.3,0,19.1
356,BATAINDIA.NS,700.05,0,25.4,0,38.7,0,0.33,0,6.9,0,-3.5,0,12.8
357,IREDA.NS,119.88,0,25.3,0,45.9,0,0.56,0,7.6,0,-12.0,0,13.1
358,BSE.NS,3530.3,0,25.2,0,64.0,0,0.52,0,13.8,0,-5.2,0,24.4
359,TATACONSUM.NS,1094.2,0,25.2,0,20.5,0,0.98,0,5.2,0,-5.5,0,15.2
360,ELGIEQUIP.NS,569.15,0,25.0,0,28.2,0,0.24,0,6.5,0,2.6,0,8.8
361,GPIL.NS,249.35,0,25.0,0,60.6,0,0.55,0,11.6,0,-19.0,0,22.7
362,PNBHOUSING.NS,1033.1,0,24.8,0,23.7,0,1.11,0,8.5,0,-1.5,0,8.6
363,NMDC.NS,85.01,0,24.7,0,21.7,0,0.52,0,3.9,0,-5.2,0,13.0
364,POLICYBZR.NS,1593.5,0,24.7,0,51.0,0,0.36,0,10.3,0,-5.2,0,14.8
365,GRSE.NS,2586.2,0,24.6,0,39.8,0,0.61,0,8.2,0,-7.5,0,19.6
366,NTPCGREEN.NS,90.61,0,24.5,0,31.3,0,0.86,0,6.5,0,-19.2,0,22.8
367,UCOBANK.NS,25.82,0,24.3,0,14.8,0,0.87,0,4.9,0,-3.6,0,9.2
368,TATASTEEL.NS,186.92,0,24.0,0,28.4,0,0.52,0,4.7,0,-10.7,0,15.9
369,IRCTC.NS,493.15,0,23.8,0,30.3,0,0.61,0,5.8,0,-11.8,0,15.3
370,IRCON.NS,125.63,0,23.6,0,45.6,0,0.41,0,8.9,0,-19.0,0,28.4
371,ADANIPOWER.NS,208.97,0,23.5,0,45.5,0,0.53,0,10.1,0,-8.6,0,19.1
372,SAIL.NS,169.05,0,23.4,0,38.6,0,0.68,0,8.9,0,-9.8,0,21.9
373,CCL.NS,1174.0,0,22.9,0,9.3,0,0.45,0,5.7,0,-0.3,0,4.7
