symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
IRB,0.3402,C,24.0,23.45,25.41,30,35,40
RBLBANK,0.3242,C,395.29,383.98,419.33,450,490,525
ACMESOLAR,0.1812,C,412.32,386.98,451.71,525,575,600
BHARATCOAL,0.1475,C,44.49,43.17,47.9,55,60,65
BPCL,0.1379,C,330.61,319.71,345.12,370,390,400
