symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
AAREYDRUGS,0.2763,C,96.19,89.81,105.44,120,140,150
IRB,0.2461,C,24.0,23.48,25.41,30,35,40
GICRE,0.1329,C,418.79,409.76,438.17,470,500,525
