symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
BFINVEST,0.5509,B+,585.87,565.73,642.7,725,800,875
ANDHRAPAP,0.4987,B,70.29,67.82,73.25,80,85,90
