symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
BAJEL,0.4192,C,215.93,204.1,237.8,270,300,320
PFOCUS,0.3341,C,367.73,346.33,412.46,470,550,600
TARIL,0.306,C,372.74,361.1,405.11,450,500,525
NCC,0.3039,C,172.11,166.48,183.47,200,220,230
COHANCE,0.2478,C,515.93,484.9,576.42,675,750,800
ARVINDFASN,0.1929,C,495.99,476.95,531.02,600,625,675
