symbol,probability,grade,entry_distance_pct,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
BANDHANBNK,0.2792,C,0.0562,177.55,170.45,194.28,220,240,260
BAJAJHCARE,0.267,C,0.0123,340.68,326.27,373.77,420,470,500
