symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
AYE,0.4844,B,197.68,186.33,227.13,270,310,340
LEMONTREE,0.483,B,128.64,125.66,135.41,150,160,170
BLKASHYAP,0.3651,C,62.57,58.94,67.21,75,80,85
ADVENTHTL,0.2433,C,177.88,169.85,193.52,220,240,260
