symbol,probability,grade,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
TARIL,0.5292,B,372.74,361.1,405.11,450,500,525
BAJEL,0.5157,B,215.93,204.1,237.8,270,300,320
NCC,0.4327,C,172.11,166.48,183.47,200,220,230
PFOCUS,0.4155,C,367.73,346.33,412.46,470,550,600
RPOWER,0.3054,C,30.86,29.79,33.75,40,45,50
ALEMBICLTD,0.221,C,96.56,92.04,103.61,120,130,140
ARVINDFASN,0.1722,C,495.99,476.95,531.02,600,625,675
