symbol,probability,grade,entry_distance_pct,entry_trigger,stop_loss,target_1,target_2,target_3,target_4
ARVINDFASN,0.5655,B+,0.0228,456.66,437.79,478.09,525,550,575
OIL,0.5247,B,0.0135,496.39,475.45,530.91,575,625,675
SUNTV,0.4369,C,0.0129,482.16,462.86,538.82,625,700,750
BAJAJHCARE,0.3954,C,0.0198,340.68,325.59,373.77,420,470,500
AWFIS,0.3789,C,0.0087,295.74,276.8,344.67,410,480,525
BANDHANBNK,0.3332,C,0.0058,177.55,170.25,194.28,220,240,260
JSWINFRA,0.2808,C,0.0029,344.14,331.69,371.29,410,450,480
BAJAJHFL,0.2614,C,0.0124,85.15,83.08,88.49,95,100,110
NHPC,0.1444,C,0.0128,77.36,75.15,81.5,90,95,100
